Age,Attrition,BusinessTravel,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,MonthlyHours,OverallSatisfaction,TaxRate
35.0,No,Travel_Rarely,9,3,1,Female,3,1,Research Scientist,3,24978.0,4,No,13,3,0,4.0,2,5.0,2,480.3461538461538,2.4,0.0
32.0,No,Non-Travel,14,2,3,Female,2,2,Sales Executive,3,2827.0,7,No,17,1,0,3.0,3,1.0,4,115.05882352941177,2.4,0.6386758691206544
32.0,Yes,Travel_Rarely,10,2,1,Male,2,1,Laboratory Technician,3,3730.0,1,No,20,3,0,2.0,1,3.0,2,562.4,2.0,0.8526157736684052
46.0,No,Travel_Rarely,2,5,1,Male,4,3,Sales Executive,3,2560.0,0,No,18,4,0,3.0,3,1.0,7,425.97560975609764,3.0,0.8534211279702262
45.0,No,Travel_Rarely,6,4,1,Female,3,2,Research Scientist,3,5906.0,1,No,14,3,0,2.0,3,9.0,13,304.4390243902439,2.6,0.5268386476526198
36.0,No,Travel_Rarely,29,1,2,Female,3,1,Laboratory Technician,1,3622.0,1,No,13,2,3,2.0,4,7.0,2,39.802197802197796,2.4,0.0
31.0,No,Travel_Frequently,1,4,2,Female,3,1,Laboratory Technician,2,6762.0,3,No,22,3,1,3.0,3,1.0,2,76.8409090909091,2.6,0.0
43.0,No,Travel_Frequently,5,5,2,Male,4,1,Research Scientist,3,5561.0,2,Yes,12,1,0,3.0,2,8.0,2,63.1,2.4,0.02077830603979574
38.0,No,Travel_Rarely,25,3,1,Male,3,3,Sales Executive,1,2354.0,7,No,11,4,0,0.0,2,5.0,16,48.19191919191918,2.2,0.5066023894361769
38.0,No,Travel_Rarely,8,2,1,Female,3,2,Sales Executive,3,13582.0,0,Yes,22,2,1,3.0,2,15.0,3,160.98823529411766,2.2,0.0074539608301666185
27.0,No,Travel_Rarely,2,3,1,Male,2,2,Sales Executive,2,3058.0,2,No,19,2,2,3.0,3,5.0,0,47.269230769230774,2.0,0.17059940330892326
30.0,No,Non-Travel,2,3,2,Male,3,2,Laboratory Technician,2,4736.0,5,No,11,4,0,2.0,3,2.0,2,432.054054054054,2.8,0.7037407731765295
41.0,No,Travel_Rarely,2,2,4,Female,3,1,Laboratory Technician,4,5003.0,1,Yes,23,3,1,6.0,3,2.0,0,288.23809523809524,3.4,0.5867338509829837
36.0,No,Travel_Rarely,14,1,3,Female,3,2,Healthcare Representative,4,4502.0,0,Yes,17,1,1,2.0,2,13.0,8,70.8970588235294,2.6,0.0661688446380419
28.0,Yes,Travel_Rarely,24,3,3,Male,4,1,Sales Representative,1,4558.0,1,No,17,4,0,2.0,3,10.0,0,236.48888888888888,3.0,0.5716970494267994
45.0,No,Travel_Rarely,1,3,3,Female,3,2,Sales Executive,1,4297.0,0,No,17,4,1,2.0,3,11.0,3,82.31818181818181,2.8,0.2090925823670164
43.0,No,Travel_Frequently,3,4,3,Female,2,4,Manager,1,4739.0,1,No,11,1,0,2.0,4,3.0,6,325.2903225806452,2.2,0.5300476001586671
31.0,No,Non-Travel,1,4,4,Male,3,2,Research Scientist,1,4345.0,4,No,14,2,1,2.0,2,5.0,5,406.0322580645162,2.4,0.8274012870421864
34.0,Yes,Travel_Rarely,11,3,4,Male,2,1,Research Scientist,1,6549.0,1,Yes,15,1,0,2.0,3,8.0,0,186.4795918367347,2.2,0.6416415868673051
38.0,No,Non-Travel,1,4,3,Male,3,1,Laboratory Technician,3,3500.0,7,No,14,3,3,2.0,3,6.0,2,160.59375,3.0,0.7729778815593177
35.0,No,Travel_Rarely,5,2,2,Female,3,1,Laboratory Technician,3,5204.0,4,No,17,4,1,2.0,3,10.0,2,95.4639175257732,3.0,0.43801295896328296
47.0,No,Travel_Rarely,2,3,3,Female,1,2,Manufacturing Director,4,4163.0,2,No,20,3,0,0.0,3,9.0,4,576.5813953488373,2.8,0.8320897027386762
30.0,Yes,Travel_Rarely,2,4,1,Male,1,1,Research Scientist,4,2064.0,5,Yes,13,4,0,3.0,2,5.0,2,294.48809523809524,2.4,0.9165622347091401
29.0,No,Travel_Rarely,8,4,4,Female,3,2,Research Scientist,4,4810.0,9,No,14,1,2,5.0,3,10.0,9,123.70666666666666,3.0,0.481569303729252
43.0,No,Travel_Frequently,4,4,1,Male,3,1,Sales Representative,4,2258.0,4,No,17,3,1,2.0,3,3.0,8,61.926829268292686,2.8,0.11067349350137848
35.0,Yes,Travel_Rarely,19,2,3,Male,2,1,Sales Representative,2,9582.0,1,Yes,18,3,3,2.0,3,8.0,0,522.1666666666666,2.6,0.4902649218001915
29.0,No,Travel_Rarely,6,1,1,Male,3,1,Research Scientist,3,5373.0,0,No,20,4,0,5.0,3,5.0,2,176.0144927536232,2.8,0.5575957184026348
30.0,No,Travel_Rarely,26,5,3,Male,2,5,Manager,4,3833.0,1,No,21,3,1,2.0,3,2.0,6,383.95,3.0,0.8336154881277944
44.0,Yes,Travel_Rarely,9,3,2,Male,3,1,Sales Representative,4,10482.0,1,No,13,3,0,2.0,2,20.0,0,179.98876404494382,2.8,0.34565203820463203
32.0,No,Travel_Rarely,5,4,1,Female,3,2,Sales Executive,4,5055.0,1,No,14,2,0,2.0,3,7.0,2,247.46938775510205,2.6,0.7915635823849579
26.0,No,Travel_Rarely,25,3,4,Male,2,3,Manufacturing Director,2,9129.0,3,No,16,1,0,2.0,3,5.0,10,117.03846153846152,2.4,0.0
53.0,No,Travel_Rarely,21,3,4,Male,3,4,Manager,4,11761.0,4,Yes,13,3,1,3.0,2,2.0,0,164.38888888888889,3.2,0.006336600202771207
45.0,No,Travel_Rarely,7,1,4,Female,3,1,Sales Representative,2,4850.0,0,No,14,1,0,3.0,3,5.0,2,322.77192982456137,2.6,0.7363843896075658
23.0,No,Travel_Rarely,7,3,2,Male,2,3,Healthcare Representative,3,3505.0,8,No,24,3,0,3.0,3,2.0,2,389.22580645161287,2.6,0.7095143378087188
35.0,No,Travel_Rarely,1,2,4,Female,2,2,Manufacturing Director,4,10377.0,6,No,22,1,2,6.0,1,13.0,2,580.1818181818181,2.4,0.4580068943904732
44.0,No,Non-Travel,4,3,4,Male,3,2,Research Scientist,2,2290.0,5,No,15,4,2,3.0,2,0.0,8,68.82222222222222,3.0,0.6302873748789151
38.0,No,Travel_Rarely,1,3,4,Female,3,1,Laboratory Technician,4,3702.0,1,No,15,3,0,3.0,4,5.0,0,199.02061855670104,3.6,0.8082362082362082
32.0,Yes,Travel_Rarely,18,1,4,Female,3,1,Research Scientist,4,5878.0,1,No,19,1,0,2.0,2,4.0,0,136.46153846153842,2.8,0.33731679819616683
30.0,No,Travel_Rarely,2,2,4,Male,4,1,Research Scientist,3,8628.0,1,No,12,4,2,2.0,2,8.0,3,304.4861111111111,3.4,0.6064407243534188
30.0,No,Travel_Rarely,19,4,3,Female,3,3,Human Resources,2,6577.0,2,No,15,3,1,6.0,4,5.0,7,76.4659090909091,3.0,0.022588794768910684
30.0,No,Travel_Rarely,28,2,4,Female,3,2,Research Scientist,4,5209.0,1,No,13,4,2,4.0,3,7.0,8,186.46875,3.6,0.5635160046924753
49.0,Yes,Travel_Rarely,26,4,1,Female,3,2,Sales Executive,4,2587.0,1,Yes,11,3,0,2.0,3,2.0,7,334.5238095238095,2.8,0.8772479240806643
39.0,No,Travel_Rarely,28,4,4,Male,2,1,Research Scientist,1,8489.0,1,No,14,2,0,3.0,1,20.0,4,182.75342465753425,2.0,0.3636908777452965
41.0,No,Travel_Rarely,3,3,4,Male,3,1,Research Scientist,4,2127.0,1,No,11,3,3,5.0,2,4.0,0,331.42,3.2,0.8716432321525557
45.0,No,Travel_Rarely,8,4,4,Female,2,4,Sales Executive,2,5770.0,6,No,17,2,1,3.0,3,10.0,8,212.125,2.6,0.5142688778516711
32.0,Yes,Travel_Rarely,3,3,3,Male,3,1,Laboratory Technician,3,25233.0,1,No,13,3,0,2.0,3,11.0,0,467.27777777777777,3.0,0.0
36.0,No,Travel_Frequently,7,4,1,Male,3,3,Research Director,2,3692.0,0,No,11,3,0,2.0,3,11.0,6,401.75471698113205,2.4,0.8266096839336872
42.0,No,Travel_Rarely,26,3,3,Female,3,2,Sales Executive,1,2783.0,1,No,14,2,1,2.0,2,2.0,7,300.22972972972974,2.2,0.8747355628572715
41.0,Yes,Travel_Rarely,2,3,4,Female,3,5,Manager,1,13570.0,5,Yes,13,4,1,2.0,3,20.0,2,271.78205128205127,3.0,0.3598754658238596
29.0,No,Travel_Rarely,2,3,4,Male,3,1,Research Scientist,3,11868.0,4,No,13,2,1,2.0,3,2.0,2,123.625,3.0,0.0
43.0,No,Travel_Rarely,8,2,4,Female,4,1,Human Resources,2,24609.0,9,No,18,4,0,2.0,3,16.0,2,256.34375,3.4,0.0
26.0,Yes,Travel_Rarely,9,2,3,Female,2,1,Research Scientist,1,2148.0,0,Yes,22,1,0,2.0,3,5.0,2,224.3913043478261,2.0,0.7919007944196861
36.0,No,Travel_Rarely,19,3,4,Female,2,1,Laboratory Technician,1,16290.0,1,No,11,1,2,2.0,3,17.0,7,243.13432835820896,2.2,0.0
39.0,No,Non-Travel,17,4,3,Female,3,2,Sales Executive,1,21026.0,3,Yes,15,4,3,1.0,3,3.0,7,223.68085106382978,2.8,0.0
34.0,No,Travel_Rarely,3,3,3,Male,4,2,Human Resources,2,2661.0,9,No,15,3,1,2.0,1,2.0,3,426.52272727272725,2.6,0.8582085575744658
43.0,No,Travel_Rarely,6,3,4,Female,2,1,Research Scientist,3,4522.0,1,No,13,3,1,3.0,3,5.0,2,144.54545454545453,3.0,0.4311949685534591
27.0,No,Travel_Rarely,10,3,3,Female,2,3,Sales Executive,4,6214.0,2,Yes,19,3,1,3.0,3,8.0,2,123.01063829787235,3.0,0.4625962120556949
53.0,No,Travel_Rarely,14,3,3,Female,3,1,Sales Representative,3,2912.0,1,Yes,18,4,2,2.0,3,14.0,2,93.93548387096772,3.2,0.0
42.0,No,Travel_Rarely,3,3,4,Male,3,4,Healthcare Representative,2,7192.0,3,No,18,3,0,3.0,3,1.0,7,186.76530612244892,3.0,0.6070589520843578
28.0,No,Travel_Rarely,5,4,2,Male,4,1,Research Scientist,4,4221.0,3,No,17,4,2,3.0,3,5.0,2,536.6571428571428,3.4,0.7752755150934355
40.0,No,Travel_Rarely,2,1,3,Female,3,1,Sales Representative,1,5715.0,1,No,12,3,3,5.0,3,5.0,0,196.67105263157902,2.6,0.6176490265605138
34.0,No,Travel_Rarely,5,2,4,Female,3,2,Manufacturing Director,4,5121.0,7,No,16,3,2,3.0,2,0.0,2,379.9508196721312,3.2,0.7790481943305864
40.0,No,Travel_Rarely,25,3,3,Female,2,3,Sales Executive,4,5268.0,5,No,13,3,1,3.0,3,20.0,0,167.55696202531647,3.0,0.6020246279368437
34.0,Yes,Travel_Rarely,24,3,3,Female,3,1,Laboratory Technician,2,7324.0,1,Yes,17,3,3,3.0,3,9.0,1,145.33333333333334,2.8,0.011872638963842415
38.0,No,Non-Travel,26,3,2,Female,3,2,Research Scientist,2,8504.0,1,No,11,1,1,2.0,3,5.0,7,157.4814814814815,2.2,0.0
31.0,No,Travel_Rarely,5,3,4,Male,3,1,Research Scientist,1,3477.0,5,No,14,4,1,2.0,3,5.0,2,123.98809523809523,3.0,0.6661545847335574
34.0,No,Travel_Rarely,18,4,4,Female,3,3,Manufacturing Director,4,4599.0,6,No,12,4,0,2.0,2,15.0,7,298.5373134328358,3.4,0.7700729927007299
33.0,No,Travel_Rarely,27,3,4,Female,4,1,Laboratory Technician,2,3838.0,5,No,12,3,1,5.0,3,5.0,4,67.29885057471265,3.2,0.34449188727583263
28.0,No,Travel_Rarely,25,2,3,Male,2,2,Healthcare Representative,4,2408.0,7,No,13,3,2,3.0,3,1.0,2,330.21153846153845,3.0,0.8597635548308195
37.0,No,Travel_Rarely,12,4,2,Male,3,2,Sales Executive,4,2900.0,3,Yes,12,3,2,2.0,3,5.0,0,55.63636363636363,3.0,0.323062558356676
56.0,No,Travel_Rarely,2,4,3,Male,3,1,Laboratory Technician,3,2339.0,4,No,21,3,0,4.0,3,10.0,8,155.53164556962025,3.0,0.8096362008627004
37.0,No,Travel_Rarely,10,4,2,Male,2,2,Sales Executive,3,5768.0,1,Yes,13,1,1,2.0,3,4.0,9,96.1904761904762,2.2,0.048184818481848184
23.0,No,Travel_Rarely,10,4,4,Male,3,2,Healthcare Representative,4,2904.0,2,Yes,13,4,0,2.0,4,4.0,2,466.3658536585366,3.8,0.8481250980597249
35.0,No,Travel_Rarely,4,3,2,Male,4,2,Manufacturing Director,2,5174.0,1,Yes,20,2,1,2.0,3,10.0,2,59.471264367816104,2.6,0.0
37.0,No,Travel_Rarely,8,3,2,Male,4,1,Research Scientist,3,4189.0,7,No,17,1,0,2.0,3,5.0,2,261.51162790697674,2.6,0.8137394397510005
29.0,No,Travel_Rarely,2,3,3,Male,3,1,Laboratory Technician,2,3956.0,1,No,13,3,1,3.0,3,10.0,0,55.82666666666667,2.8,0.05517076665870552
35.0,No,Travel_Rarely,24,4,2,Male,3,1,Human Resources,2,8318.0,1,No,16,1,0,3.0,3,9.0,3,231.0555555555556,2.2,0.0
56.0,Yes,Travel_Rarely,13,3,1,Male,2,1,Human Resources,1,2587.0,4,Yes,15,4,3,3.0,3,4.0,2,56.375,2.2,0.18055115616091225
31.0,Yes,Travel_Rarely,13,4,2,Male,3,2,Sales Executive,1,3388.0,2,No,17,3,0,0.0,1,1.0,1,250.2608695652174,2.0,0.7056984016678248
42.0,No,Travel_Rarely,7,3,3,Male,4,4,Research Director,3,2696.0,3,No,19,3,0,5.0,3,3.0,1,229.05084745762719,3.2,0.8005031818854521
30.0,No,Travel_Rarely,5,3,4,Female,4,1,Research Scientist,2,3204.0,1,Yes,16,1,1,3.0,2,3.0,2,206.53333333333333,2.6,0.7414460942543577
34.0,No,Travel_Frequently,3,3,4,Female,1,2,Sales Executive,1,15891.0,3,No,18,4,0,3.0,3,3.0,9,196.1851851851852,2.6,0.0
29.0,Yes,Travel_Frequently,2,2,3,Female,2,1,Laboratory Technician,1,5355.0,7,No,11,3,0,1.0,2,8.0,0,140.92105263157896,2.2,0.0
27.0,No,Travel_Rarely,6,3,4,Female,2,2,Manufacturing Director,2,2279.0,6,Yes,15,4,0,2.0,3,7.0,4,106.42105263157896,3.0,0.7745796241345203
34.0,No,Travel_Rarely,1,2,3,Male,3,1,Human Resources,4,9888.0,1,No,15,2,1,3.0,3,14.0,2,244.0465116279069,3.0,0.0577472841623785
36.0,No,Travel_Frequently,6,3,2,Female,1,2,Research Scientist,4,4639.0,7,Yes,12,4,3,2.0,3,15.0,11,198.9493670886076,2.8,0.7048418909461093
34.0,Yes,Travel_Rarely,4,1,3,Female,2,1,Laboratory Technician,3,4789.0,5,No,16,3,0,3.0,3,3.0,2,92.21212121212122,2.8,0.4754080403110965
42.0,Yes,Travel_Rarely,7,3,2,Male,3,1,Laboratory Technician,3,3968.0,3,Yes,13,1,2,3.0,3,0.0,7,443.2051282051282,2.4,0.7704367949088805
29.0,Yes,Travel_Rarely,2,3,1,Male,3,1,Laboratory Technician,1,26619.0,1,Yes,12,4,1,2.0,3,7.0,0,385.7826086956522,2.4,0.0
47.0,No,Non-Travel,1,1,4,Male,3,1,Research Scientist,1,4978.0,1,No,13,4,0,3.0,3,1.0,0,213.774647887324,3.0,0.6720252997759916
30.0,No,Non-Travel,1,4,2,Male,2,1,Sales Representative,2,5249.0,0,No,14,2,1,0.0,3,8.0,2,265.0588235294117,2.2,0.7087771859742565
26.0,No,Travel_Rarely,3,1,2,Male,3,1,Laboratory Technician,2,16102.0,1,No,14,4,0,0.0,3,1.0,0,203.82278481012662,2.8,0.0
33.0,No,Travel_Rarely,18,3,3,Male,3,2,Manufacturing Director,3,26314.0,2,No,14,3,1,2.0,2,4.0,7,302.4597701149425,2.8,0.0
40.0,No,Travel_Frequently,1,4,1,Female,2,2,Human Resources,3,4647.0,4,No,11,2,0,3.0,4,6.0,2,537.88,2.4,0.8272105302297911
30.0,No,Travel_Frequently,19,1,4,Male,3,1,Laboratory Technician,4,2613.0,3,No,11,3,3,2.0,2,10.0,2,135.44776119402985,3.2,0.7120661157024794
47.0,No,Travel_Rarely,28,3,3,Female,2,3,Sales Executive,1,2845.0,4,No,19,4,0,2.0,4,5.0,13,63.375,2.8,0.4388560157790927
40.0,No,Non-Travel,9,2,2,Male,2,2,Manufacturing Director,2,13757.0,2,Yes,11,3,1,5.0,3,9.0,2,290.2916666666667,2.4,0.01270274149562222
52.0,No,Non-Travel,1,3,3,Male,1,3,Manufacturing Director,1,3482.0,2,Yes,21,3,1,3.0,3,9.0,7,55.0,2.2,0.17780401416765054
28.0,No,Travel_Rarely,8,3,3,Male,3,1,Research Scientist,4,3441.0,1,No,11,3,0,3.0,2,2.0,2,91.82089552238806,3.0,0.4406697009102731
42.0,No,Travel_Frequently,18,4,2,Female,3,2,Sales Executive,1,4523.0,0,No,16,4,1,4.0,1,6.0,3,225.0,2.2,0.7168701095461659
36.0,Yes,Travel_Rarely,14,3,3,Female,3,1,Laboratory Technician,4,6962.0,5,Yes,13,3,1,2.0,1,1.0,4,381.8793103448277,2.8,0.6856742968079823
27.0,No,Travel_Rarely,1,1,3,Male,3,2,Manufacturing Director,1,11275.0,1,No,12,3,1,4.0,3,9.0,3,117.44791666666669,2.6,0.0
27.0,Yes,Travel_Rarely,22,3,1,Female,3,1,Research Scientist,3,2318.0,4,Yes,11,2,0,2.0,3,1.0,2,240.3958333333333,2.4,0.7991160412514082
49.0,No,Travel_Rarely,18,4,3,Female,4,1,Laboratory Technician,4,7122.0,4,No,18,4,2,3.0,3,15.0,0,87.92592592592592,3.6,0.0
41.0,No,Travel_Rarely,10,4,4,Male,3,2,Sales Executive,3,3072.0,1,Yes,12,4,1,2.0,4,1.0,2,76.81818181818181,3.6,0.4806424344885883
35.0,No,Travel_Rarely,6,1,3,Male,3,1,Research Scientist,3,3408.0,0,Yes,14,4,0,2.0,3,4.0,2,91.21212121212122,3.2,0.4338870431893688
29.0,No,Travel_Rarely,26,3,1,Female,2,2,Sales Executive,1,3760.0,1,No,15,1,1,5.0,3,3.0,7,464.65384615384613,1.6,0.8443837430676269
33.0,No,Non-Travel,2,2,2,Male,3,2,Sales Executive,4,3055.0,1,No,18,1,0,2.0,2,9.0,7,460.45454545454544,2.4,0.8492102665350444
37.0,No,Travel_Rarely,1,3,4,Male,3,2,Laboratory Technician,4,8989.0,1,Yes,15,4,1,3.0,3,3.0,8,124.7012987012987,3.6,0.06384086648614871
32.0,No,Travel_Frequently,2,4,3,Male,3,2,Manufacturing Director,2,2323.0,9,Yes,11,4,0,3.0,3,10.0,14,123.09433962264151,3.0,0.6439301042305334
44.0,No,Travel_Rarely,1,2,1,Female,1,1,Laboratory Technician,4,5288.0,3,No,14,1,1,2.0,3,12.0,2,76.8169014084507,2.0,0.030436376971030438
31.0,No,Travel_Frequently,10,3,1,Female,3,1,Human Resources,4,2097.0,0,No,14,4,1,2.0,3,2.0,2,47.271186440677965,3.0,0.2481176048762997
46.0,No,Travel_Rarely,6,1,4,Male,2,3,Healthcare Representative,1,21457.0,4,No,15,1,1,3.0,3,6.0,7,510.88095238095235,2.2,0.0
35.0,No,Travel_Rarely,10,3,3,Male,2,2,Sales Executive,3,2706.0,1,No,18,1,1,3.0,3,4.0,3,68.02777777777777,2.4,0.4475296039199673
33.0,No,Travel_Rarely,8,3,4,Female,3,1,Laboratory Technician,3,2909.0,4,No,13,4,0,3.0,3,8.0,0,168.19753086419755,3.4,0.7864797416324134
41.0,No,Travel_Frequently,2,3,3,Female,1,4,Manager,2,4103.0,3,Yes,12,2,1,2.0,2,9.0,7,199.69333333333333,2.0,0.7260466047940175
43.0,No,Travel_Rarely,23,3,4,Female,3,4,Manufacturing Director,2,2670.0,4,Yes,12,1,1,3.0,3,1.0,16,268.16176470588243,2.6,0.853578283520702
28.0,No,Travel_Rarely,20,2,4,Male,3,2,Sales Executive,4,8463.0,2,No,14,4,1,4.0,3,5.0,2,238.48888888888888,3.6,0.21142377935147225
42.0,Yes,Travel_Rarely,4,3,1,Male,3,1,Laboratory Technician,1,13008.0,1,No,19,2,0,2.0,3,1.0,0,190.3809523809524,2.0,0.18659329664832414
37.0,No,Travel_Rarely,2,3,3,Female,2,3,Manufacturing Director,2,6447.0,2,No,18,2,1,2.0,4,6.0,7,445.1818181818182,2.6,0.6708699203594037
29.0,No,Travel_Rarely,18,4,3,Male,3,2,Healthcare Representative,3,4262.0,1,Yes,14,4,2,2.0,4,3.0,2,307.425,3.4,0.8267057005773766
54.0,No,Travel_Rarely,1,4,3,Female,4,2,Healthcare Representative,2,5485.0,1,Yes,13,1,1,4.0,3,5.0,5,240.01190476190484,2.6,0.7279400823371857
42.0,No,Travel_Rarely,9,3,2,Male,3,1,Research Scientist,4,11411.0,1,Yes,12,3,3,2.0,2,1.0,2,215.30188679245282,2.8,0.0
59.0,No,Travel_Rarely,1,2,1,Male,3,2,Manufacturing Director,2,10512.0,1,No,15,3,0,6.0,3,9.0,2,188.68085106382978,2.4,0.40730717185385656
38.0,No,Travel_Rarely,18,1,1,Male,3,3,Healthcare Representative,3,8984.0,5,No,11,4,0,3.0,2,9.0,2,115.3953488372093,2.6,0.0947198710197501
25.0,No,Travel_Rarely,4,4,4,Female,3,2,Healthcare Representative,3,2187.0,0,Yes,16,2,0,3.0,3,2.0,2,538.1,3.0,0.864523322802453
31.0,No,Travel_Rarely,20,3,3,Male,3,2,Manufacturing Director,1,9096.0,0,No,15,3,1,2.0,2,13.0,2,107.01176470588236,2.4,0.0
29.0,No,Travel_Frequently,26,4,1,Male,3,4,Manager,3,4554.0,2,No,14,3,1,3.0,2,10.0,6,84.75757575757575,2.4,0.18591347872720773
34.0,No,Non-Travel,2,5,4,Female,4,2,Human Resources,1,2029.0,7,No,16,1,1,2.0,4,5.0,3,162.7594936708861,2.8,0.8421994089282937
22.0,No,Non-Travel,2,1,3,Female,3,2,Sales Executive,2,2814.0,0,Yes,13,1,3,2.0,2,4.0,2,569.3611111111112,2.2,0.8627116163340977
45.0,Yes,Travel_Frequently,5,3,2,Male,3,1,Sales Representative,2,8059.0,1,Yes,14,4,0,3.0,3,2.0,0,198.18840579710144,2.8,0.4106764168190128
24.0,No,Travel_Rarely,1,1,4,Female,2,2,Laboratory Technician,4,3202.0,1,Yes,12,3,2,4.0,2,5.0,8,290.87272727272733,3.0,0.7998499812476559
38.0,No,Travel_Rarely,3,3,3,Male,2,2,Sales Executive,4,8237.0,5,No,17,4,0,3.0,3,7.0,1,343.5416666666667,3.2,0.5004851425106125
31.0,No,Travel_Frequently,18,1,2,Male,3,1,Laboratory Technician,4,2610.0,1,No,13,1,0,5.0,3,2.0,1,105.52054794520548,2.6,0.6611709723484357
39.0,Yes,Travel_Rarely,10,3,1,Female,2,1,Research Scientist,2,5902.0,1,Yes,25,2,0,2.0,4,15.0,1,64.04166666666667,2.2,0.040013012361743656
38.0,No,Travel_Rarely,1,2,4,Female,3,4,Research Director,4,6615.0,9,No,22,3,1,2.0,2,10.0,4,182.74242424242425,3.2,0.4515380150899594
43.0,No,Travel_Frequently,2,3,2,Male,3,1,Human Resources,3,8429.0,1,No,13,4,1,2.0,3,7.0,4,85.14141414141416,3.0,0.0
49.0,No,Travel_Rarely,3,5,4,Male,3,2,Research Scientist,3,2302.0,3,Yes,20,2,0,0.0,3,3.0,2,207.84375,3.0,0.653886633588934
33.0,No,Travel_Frequently,16,3,2,Male,3,2,Sales Executive,2,7725.0,2,No,12,2,0,2.0,4,13.0,2,181.98888888888888,2.6,0.528359484706026
23.0,No,Travel_Rarely,20,3,4,Male,3,2,Sales Executive,3,2819.0,1,No,14,4,0,3.0,3,3.0,7,143.51111111111112,3.4,0.7817435738618768
37.0,No,Travel_Frequently,5,3,1,Male,2,2,Sales Executive,2,2996.0,1,Yes,13,2,1,2.0,2,4.0,0,78.04651162790698,1.8,0.10727056019070323
24.0,No,Non-Travel,1,4,4,Male,3,3,Manufacturing Director,3,3162.0,7,No,17,1,1,2.0,1,5.0,4,182.24528301886792,2.4,0.6726369189357077
29.0,No,Travel_Rarely,5,3,1,Male,3,2,Sales Executive,3,2119.0,1,No,19,3,1,4.0,3,7.0,2,410.6470588235293,2.6,0.8988206083178151
29.0,No,Travel_Rarely,13,4,2,Male,3,2,Sales Executive,4,2062.0,2,No,11,3,1,2.0,2,3.0,2,126.71232876712328,2.8,0.7770810810810811
42.0,Yes,Travel_Rarely,24,3,4,Male,3,1,Laboratory Technician,3,5538.0,3,Yes,22,4,1,2.0,1,0.0,0,463.25581395348837,3.0,0.7219879518072291
53.0,No,Travel_Rarely,4,3,1,Male,4,1,Laboratory Technician,3,16031.0,8,No,12,2,1,4.0,2,3.0,2,258.56451612903226,2.4,0.0
44.0,No,Travel_Rarely,1,2,2,Female,3,3,Manager,4,11038.0,3,Yes,14,3,1,2.0,1,12.0,4,201.8181818181818,2.6,0.17132132132132133
30.0,No,Travel_Rarely,2,4,1,Female,3,2,Manufacturing Director,4,4658.0,0,No,18,2,1,4.0,3,5.0,2,146.31914893617022,2.6,0.3226697687945325
32.0,No,Travel_Frequently,26,2,3,Male,3,4,Manager,4,3433.0,1,Yes,12,4,2,3.0,4,5.0,12,211.8913043478261,3.6,0.8238945316507643
36.0,Yes,Non-Travel,4,1,4,Female,3,1,Laboratory Technician,4,4605.0,1,Yes,15,2,1,3.0,4,9.0,7,177.3125,3.4,0.1884032428621784
30.0,No,Travel_Rarely,11,2,4,Male,3,2,Sales Executive,4,18500.0,1,No,11,4,1,2.0,3,5.0,2,342.5925925925926,3.6,0.0
33.0,Yes,Travel_Frequently,14,4,2,Male,3,1,Research Scientist,2,4510.0,9,Yes,18,1,3,6.0,3,7.0,4,65.02777777777777,2.2,0.036736437419906016
38.0,No,Non-Travel,2,4,3,Female,3,1,Research Scientist,4,5329.0,0,Yes,18,2,1,2.0,1,13.0,2,242.09375,2.6,0.3121208209629534
30.0,No,Travel_Rarely,9,4,2,Female,3,2,Research Scientist,3,9667.0,1,No,19,2,0,3.0,3,7.0,7,389.54166666666674,2.6,0.4829928334581239
38.0,No,Travel_Frequently,3,3,2,Male,3,1,Sales Representative,2,3692.0,1,No,19,4,1,3.0,3,5.0,0,63.69230769230769,2.8,0.2568438003220612
44.0,Yes,Travel_Rarely,3,2,1,Male,3,2,Sales Executive,3,2818.0,9,No,14,1,0,2.0,3,3.0,2,381.3076923076923,2.2,0.8863021989106314
28.0,No,Travel_Rarely,10,5,2,Male,3,2,Manufacturing Director,1,2070.0,2,No,13,4,3,2.0,3,5.0,7,50.46052631578947,2.6,0.4602346805736636
35.0,No,Travel_Rarely,4,4,3,Female,2,1,Research Scientist,2,10685.0,6,No,21,4,0,2.0,3,17.0,2,281.8723404255319,2.8,0.1934631642512077
27.0,Yes,Travel_Rarely,10,3,4,Male,2,3,Sales Executive,1,7880.0,9,No,17,3,0,3.0,3,8.0,12,391.45454545454544,2.6,0.6339990710636322
35.0,No,Travel_Frequently,4,1,3,Male,3,1,Research Scientist,3,5182.0,7,Yes,15,4,0,2.0,3,2.0,4,95.96296296296295,3.2,0.0
26.0,No,Travel_Frequently,11,3,1,Male,3,1,Research Scientist,2,2544.0,1,No,13,4,1,3.0,3,7.0,1,568.3720930232557,2.6,0.8959083469721768
32.0,No,Travel_Rarely,1,2,3,Female,3,2,Laboratory Technician,4,10781.0,1,No,23,4,0,3.0,3,6.0,8,185.8793103448276,3.4,0.0
