Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,MonthlyHours,TaxRate,OverallSatisfaction
51.0,No,Travel_Rarely,Research & Development,19,3,Medical,3,Female,46,3,2,Laboratory Technician,2,Divorced,13116.0,22534.0,4,No,13,3,2,2.0,4,2.0,8,5,489.87,0.42,3
24.0,No,Non-Travel,Research & Development,16,2,Life Sciences,3,Male,74,3,1,Research Scientist,3,Divorced,2694.0,8532.0,9,No,16,2,1,4.0,3,1.0,2,0,115.3,0.68,2
28.0,No,Travel_Rarely,Research & Development,2,3,Life Sciences,4,Male,45,3,1,Research Scientist,4,Single,4306.0,4936.0,5,Yes,11,3,0,6.0,3,5.0,2,1,109.69,0.13,3
54.0,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Female,89,3,1,Research Scientist,4,Married,11133.0,17328.0,1,No,21,1,0,3.0,3,5.0,0,0,194.7,0.36,2
39.0,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,62,3,2,Manufacturing Director,3,Married,6389.0,7505.0,0,No,12,4,2,3.0,3,8.0,2,1,121.05,0.15,2
31.0,No,Travel_Rarely,Sales,7,3,Life Sciences,4,Female,91,2,2,Sales Executive,3,Married,16985.0,16985.0,1,No,14,3,1,3.0,2,9.0,8,4,186.65,0.0,2
31.0,No,Non-Travel,Sales,2,4,Marketing,2,Female,77,1,2,Sales Representative,4,Married,4244.0,9852.0,2,Yes,20,1,2,5.0,2,10.0,2,0,127.95,0.57,2
29.0,No,Travel_Rarely,Research & Development,1,3,Medical,3,Female,67,3,1,Research Scientist,1,Married,12719.0,12719.0,1,No,25,3,1,3.0,3,1.0,2,1,189.84,0.0,2
37.0,Yes,Travel_Rarely,Research & Development,2,3,Technical Degree,4,Female,51,3,1,Research Scientist,3,Single,7491.0,26227.0,4,No,24,1,0,3.0,3,6.0,0,0,514.25,0.71,2
57.0,Yes,Travel_Rarely,Sales,1,4,Life Sciences,2,Male,94,3,2,Sales Executive,3,Divorced,4900.0,14255.0,7,No,12,4,2,2.0,3,12.0,3,0,151.65,0.66,3
34.0,No,Travel_Rarely,Research & Development,19,4,Other,4,Male,41,3,2,Research Scientist,4,Divorced,2308.0,5141.0,8,No,14,2,3,4.0,3,11.0,2,2,125.39,0.55,3
46.0,No,Travel_Rarely,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,9071.0,22589.0,1,No,11,1,2,3.0,3,3.0,0,0,337.15,0.6,2
34.0,No,Travel_Rarely,Research & Development,18,2,Life Sciences,3,Male,60,3,3,Manufacturing Director,4,Single,5337.0,19944.0,2,No,11,3,0,3.0,3,10.0,2,2,332.4,0.73,3
32.0,Yes,Travel_Rarely,Sales,8,3,Technical Degree,4,Male,38,2,2,Sales Executive,1,Single,3064.0,3424.0,6,No,17,3,0,3.0,2,4.0,3,1,90.11,0.11,2
41.0,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,68,3,1,Research Scientist,3,Divorced,8045.0,8045.0,2,No,14,3,1,2.0,4,9.0,1,1,118.31,0.0,3
40.0,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,57,3,2,Laboratory Technician,2,Married,2387.0,23163.0,1,No,12,2,0,3.0,2,4.0,7,0,406.37,0.9,2
26.0,No,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,41,2,1,Laboratory Technician,3,Married,2570.0,16900.0,1,No,18,3,2,5.0,3,7.0,0,0,412.2,0.85,2
35.0,No,Travel_Frequently,Research & Development,10,3,Medical,3,Female,76,3,2,Healthcare Representative,3,Married,5257.0,22174.0,3,No,19,3,1,3.0,3,9.0,0,0,291.76,0.76,3
45.0,No,Non-Travel,Research & Development,28,4,Technical Degree,4,Male,88,2,2,Healthcare Representative,4,Married,4386.0,4447.0,0,No,11,4,3,5.0,4,9.0,5,0,50.53,0.01,3
32.0,No,Travel_Rarely,Research & Development,16,3,Life Sciences,4,Male,91,2,3,Healthcare Representative,2,Single,2660.0,21195.0,1,No,19,4,0,2.0,1,2.0,8,3,232.91,0.87,2
18.0,No,Non-Travel,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,1904.0,22482.0,1,No,16,4,1,0.0,2,0.0,2,2,449.64,0.92,2
29.0,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,20293.0,20293.0,6,No,17,1,1,2.0,1,0.0,0,0,213.61,0.0,1
48.0,No,Travel_Rarely,Research & Development,2,4,Other,1,Female,62,2,2,Healthcare Representative,3,Single,2112.0,12504.0,2,Yes,17,1,0,3.0,3,0.0,7,0,201.68,0.83,2
26.0,Yes,Travel_Rarely,Sales,1,1,Technical Degree,3,Male,100,1,1,Sales Representative,1,Single,2061.0,20989.0,0,No,21,1,0,5.0,4,1.0,0,0,209.89,0.9,2
26.0,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,2293.0,10826.0,1,Yes,11,3,0,2.0,3,1.0,4,0,112.77,0.79,3
53.0,No,Travel_Rarely,Research & Development,12,3,Medical,4,Female,66,3,2,Manufacturing Director,2,Married,7693.0,19094.0,4,No,21,3,0,3.0,3,14.0,4,1,289.3,0.6,3
27.0,No,Travel_Rarely,Sales,1,3,Life Sciences,3,Female,42,4,2,Sales Executive,1,Married,3193.0,5769.0,2,No,19,1,2,3.0,3,6.0,3,1,137.36,0.45,2
33.0,No,Travel_Rarely,Sales,4,3,Life Sciences,3,Male,64,3,3,Sales Executive,4,Married,5487.0,24444.0,2,Yes,13,4,3,2.0,3,10.0,3,1,381.94,0.78,3
44.0,Yes,Travel_Rarely,Research & Development,9,3,Medical,1,Male,41,3,1,Laboratory Technician,1,Single,10224.0,10224.0,7,No,22,1,0,5.0,4,2.0,4,0,249.37,0.0,2
26.0,Yes,Travel_Rarely,Research & Development,9,3,Medical,4,Male,79,2,1,Research Scientist,3,Married,5828.0,21777.0,0,Yes,17,1,1,0.0,2,8.0,0,0,275.66,0.73,2
50.0,No,Travel_Rarely,Research & Development,4,3,Technical Degree,4,Male,91,2,1,Research Scientist,1,Divorced,3221.0,10007.0,1,No,13,3,1,3.0,3,20.0,0,0,109.97,0.68,2
30.0,No,Travel_Rarely,Sales,10,2,Medical,3,Female,86,3,2,Sales Executive,4,Divorced,2132.0,20115.0,2,Yes,11,4,1,2.0,3,5.0,2,1,233.9,0.89,3
41.0,No,Travel_Rarely,Sales,2,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,6032.0,16928.0,1,No,14,1,1,3.0,2,5.0,3,0,277.51,0.64,2
51.0,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,95,4,2,Laboratory Technician,4,Married,5021.0,23726.0,2,Yes,13,2,1,2.0,2,4.0,3,1,249.75,0.79,3
55.0,No,Travel_Rarely,Sales,22,1,Technical Degree,3,Male,49,3,1,Sales Representative,3,Single,4035.0,24444.0,1,No,11,3,0,2.0,3,3.0,2,1,498.86,0.83,3
26.0,No,Non-Travel,Research & Development,2,3,Medical,3,Male,64,3,4,Research Director,3,Married,4969.0,6881.0,5,No,16,4,0,6.0,3,2.0,3,0,107.52,0.28,3
49.0,No,Travel_Rarely,Sales,24,1,Marketing,2,Female,60,2,4,Sales Executive,4,Married,6567.0,8828.0,0,No,11,1,1,2.0,2,15.0,9,9,147.13,0.26,2
33.0,No,Travel_Frequently,Research & Development,8,4,Life Sciences,3,Female,52,3,2,Healthcare Representative,3,Married,2157.0,12250.0,1,No,12,4,1,5.0,3,3.0,11,2,235.58,0.82,3
32.0,No,Non-Travel,Sales,2,1,Life Sciences,4,Female,43,1,2,Sales Executive,4,Single,2332.0,20392.0,3,No,20,2,0,3.0,3,3.0,2,0,474.23,0.89,2
38.0,No,Travel_Rarely,Sales,28,3,Other,3,Male,58,1,3,Sales Executive,1,Divorced,11373.0,11373.0,3,No,15,3,1,2.0,3,1.0,0,0,196.09,0.0,2
52.0,No,Travel_Rarely,Sales,10,3,Life Sciences,3,Male,99,3,1,Sales Representative,3,Single,2755.0,19999.0,1,No,11,3,0,5.0,3,5.0,0,0,202.01,0.86,3
42.0,No,Travel_Frequently,Sales,2,4,Life Sciences,3,Male,51,3,2,Sales Representative,4,Single,7439.0,10124.0,3,No,15,3,0,3.0,2,20.0,7,6,198.51,0.27,3
32.0,No,Non-Travel,Sales,10,4,Marketing,2,Male,43,3,2,Sales Executive,3,Single,7779.0,10410.0,1,No,14,2,0,0.0,2,11.0,4,0,242.09,0.25,2
46.0,No,Travel_Rarely,Research & Development,25,3,Life Sciences,4,Male,44,2,2,Manufacturing Director,2,Single,10096.0,24152.0,1,No,13,4,0,1.0,3,7.0,3,0,548.91,0.58,3
41.0,No,Travel_Frequently,Sales,2,4,Marketing,3,Female,75,3,1,Sales Representative,3,Married,5467.0,11314.0,6,No,18,4,1,4.0,3,6.0,3,1,150.85,0.52,3
40.0,No,Travel_Rarely,Research & Development,8,1,Life Sciences,2,Male,94,1,1,Laboratory Technician,1,Married,6881.0,6881.0,1,No,15,1,1,2.0,2,20.0,3,1,73.2,0.0,1
35.0,No,Travel_Rarely,Research & Development,8,1,Medical,2,Female,79,2,2,Manufacturing Director,4,Married,17689.0,17689.0,1,Yes,15,3,1,2.0,2,2.0,7,1,223.91,0.0,2
35.0,No,Travel_Rarely,Research & Development,13,3,Other,3,Male,77,2,1,Laboratory Technician,2,Married,7331.0,7331.0,1,No,20,3,1,2.0,3,10.0,2,2,95.21,0.0,2
35.0,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Female,52,3,1,Research Scientist,3,Single,24978.0,24978.0,4,No,13,3,0,4.0,2,5.0,2,1,480.35,0.0,2
32.0,No,Non-Travel,Sales,14,2,Medical,3,Female,68,2,2,Sales Executive,3,Single,2827.0,7824.0,7,No,17,1,0,3.0,3,1.0,4,0,115.06,0.64,2
32.0,Yes,Travel_Rarely,Research & Development,10,2,Life Sciences,1,Male,45,2,1,Laboratory Technician,3,Single,3730.0,25308.0,1,No,20,3,0,2.0,1,3.0,2,2,562.4,0.85,2
46.0,No,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,41,4,3,Sales Executive,3,Single,2560.0,17465.0,0,No,18,4,0,3.0,3,1.0,7,0,425.98,0.85,3
45.0,No,Travel_Rarely,Research & Development,6,4,Other,1,Female,41,3,2,Research Scientist,3,Single,5906.0,12482.0,1,No,14,3,0,2.0,3,9.0,13,2,304.44,0.53,2
36.0,No,Travel_Rarely,Research & Development,29,1,Medical,2,Female,91,3,1,Laboratory Technician,1,Divorced,3622.0,3622.0,1,No,13,2,3,2.0,4,7.0,2,1,39.8,0.0,2
31.0,No,Travel_Frequently,Research & Development,1,4,Life Sciences,2,Female,88,3,1,Laboratory Technician,2,Married,6762.0,6762.0,3,No,22,3,1,3.0,3,1.0,2,0,76.84,0.0,2
43.0,No,Travel_Frequently,Research & Development,5,5,Medical,2,Male,90,4,1,Research Scientist,3,Married,5561.0,5679.0,2,Yes,12,1,0,3.0,2,8.0,2,0,63.1,0.02,2
38.0,No,Travel_Rarely,Sales,25,3,Life Sciences,1,Male,99,3,3,Sales Executive,1,Single,2354.0,4771.0,7,No,11,4,0,0.0,2,5.0,16,7,48.19,0.51,2
38.0,No,Travel_Rarely,Sales,8,2,Other,1,Female,85,3,2,Sales Executive,3,Divorced,13582.0,13684.0,0,Yes,22,2,1,3.0,2,15.0,3,0,160.99,0.01,2
27.0,No,Travel_Rarely,Sales,2,3,Medical,1,Male,78,2,2,Sales Executive,2,Married,3058.0,3687.0,2,No,19,2,2,3.0,3,5.0,0,0,47.27,0.17,2
30.0,No,Non-Travel,Research & Development,2,3,Medical,2,Male,37,3,2,Laboratory Technician,2,Single,4736.0,15986.0,5,No,11,4,0,2.0,3,2.0,2,1,432.05,0.7,2
41.0,No,Travel_Rarely,Research & Development,2,2,Life Sciences,4,Female,42,3,1,Laboratory Technician,4,Married,5003.0,12106.0,1,Yes,23,3,1,6.0,3,2.0,0,0,288.24,0.59,3
36.0,No,Travel_Rarely,Research & Development,14,1,Life Sciences,3,Female,68,3,2,Healthcare Representative,4,Married,4502.0,4821.0,0,Yes,17,1,1,2.0,2,13.0,8,4,70.9,0.07,2
28.0,Yes,Travel_Rarely,Sales,24,3,Technical Degree,3,Male,45,4,1,Sales Representative,1,Single,4558.0,10642.0,1,No,17,4,0,2.0,3,10.0,0,0,236.49,0.57,3
45.0,No,Travel_Rarely,Sales,1,3,Marketing,3,Female,66,3,2,Sales Executive,1,Divorced,4297.0,5433.0,0,No,17,4,1,2.0,3,11.0,3,1,82.32,0.21,2
43.0,No,Travel_Frequently,Sales,3,4,Marketing,3,Female,31,2,4,Manager,1,Married,4739.0,10084.0,1,No,11,1,0,2.0,4,3.0,6,1,325.29,0.53,2
31.0,No,Non-Travel,Research & Development,1,4,Technical Degree,4,Male,62,3,2,Research Scientist,1,Married,4345.0,25174.0,4,No,14,2,1,2.0,2,5.0,5,1,406.03,0.83,2
34.0,Yes,Travel_Rarely,Research & Development,11,3,Medical,4,Male,98,2,1,Research Scientist,1,Single,6549.0,18275.0,1,Yes,15,1,0,2.0,3,8.0,0,0,186.48,0.64,2
38.0,No,Non-Travel,Research & Development,1,4,Medical,3,Male,96,3,1,Laboratory Technician,3,Divorced,3500.0,15417.0,7,No,14,3,3,2.0,3,6.0,2,1,160.59,0.77,3
35.0,No,Travel_Rarely,Research & Development,5,2,Other,2,Female,97,3,1,Laboratory Technician,3,Married,5204.0,9260.0,4,No,17,4,1,2.0,3,10.0,2,2,95.46,0.44,3
47.0,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,4163.0,24793.0,2,No,20,3,0,0.0,3,9.0,4,0,576.58,0.83,2
30.0,Yes,Travel_Rarely,Research & Development,2,4,Medical,1,Male,84,1,1,Research Scientist,4,Married,2064.0,24737.0,5,Yes,13,4,0,3.0,2,5.0,2,2,294.49,0.92,2
29.0,No,Travel_Rarely,Research & Development,8,4,Other,4,Female,75,3,2,Research Scientist,4,Married,4810.0,9278.0,9,No,14,1,2,5.0,3,10.0,9,9,123.71,0.48,3
43.0,No,Travel_Frequently,Sales,4,4,Marketing,1,Male,41,3,1,Sales Representative,4,Divorced,2258.0,2539.0,4,No,17,3,1,2.0,3,3.0,8,5,61.93,0.11,2
35.0,Yes,Travel_Rarely,Sales,19,2,Marketing,3,Male,36,2,1,Sales Representative,2,Married,9582.0,18798.0,1,Yes,18,3,3,2.0,3,8.0,0,0,522.17,0.49,2
29.0,No,Travel_Rarely,Research & Development,6,1,Medical,1,Male,69,3,1,Research Scientist,3,Married,5373.0,12145.0,0,No,20,4,0,5.0,3,5.0,2,2,176.01,0.56,2
30.0,No,Travel_Rarely,Sales,26,5,Marketing,3,Male,60,2,5,Manager,4,Married,3833.0,23037.0,1,No,21,3,1,2.0,3,2.0,6,2,383.95,0.83,3
44.0,Yes,Travel_Rarely,Sales,9,3,Medical,2,Male,89,3,1,Sales Representative,4,Single,10482.0,16019.0,1,No,13,3,0,2.0,2,20.0,0,0,179.99,0.35,2
32.0,No,Travel_Rarely,Sales,5,4,Medical,1,Female,98,3,2,Sales Executive,4,Single,5055.0,24252.0,1,No,14,2,0,2.0,3,7.0,2,0,247.47,0.79,2
26.0,No,Travel_Rarely,Research & Development,25,3,Technical Degree,4,Male,78,2,3,Manufacturing Director,2,Married,9129.0,9129.0,3,No,16,1,0,2.0,3,5.0,10,4,117.04,0.0,2
53.0,No,Travel_Rarely,Sales,21,3,Life Sciences,4,Male,72,3,4,Manager,4,Married,11761.0,11836.0,4,Yes,13,3,1,3.0,2,2.0,0,0,164.39,0.01,3
45.0,No,Travel_Rarely,Sales,7,1,Marketing,4,Female,57,3,1,Sales Representative,2,Single,4850.0,18398.0,0,No,14,1,0,3.0,3,5.0,2,1,322.77,0.74,2
23.0,No,Travel_Rarely,Research & Development,7,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,3505.0,12066.0,8,No,24,3,0,3.0,3,2.0,2,0,389.23,0.71,2
35.0,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Female,33,2,2,Manufacturing Director,4,Married,10377.0,19146.0,6,No,22,1,2,6.0,1,13.0,2,2,580.18,0.46,2
44.0,No,Non-Travel,Research & Development,4,3,Technical Degree,4,Male,90,3,2,Research Scientist,2,Divorced,2290.0,6194.0,5,No,15,4,2,3.0,2,0.0,8,1,68.82,0.63,3
38.0,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,97,3,1,Laboratory Technician,4,Single,3702.0,19305.0,1,No,15,3,0,3.0,4,5.0,0,0,199.02,0.81,3
32.0,Yes,Travel_Rarely,Research & Development,18,1,Other,4,Female,65,3,1,Research Scientist,4,Single,5878.0,8870.0,1,No,19,1,0,2.0,2,4.0,0,0,136.46,0.34,2
30.0,No,Travel_Rarely,Research & Development,2,2,Medical,4,Male,72,4,1,Research Scientist,3,Divorced,8628.0,21923.0,1,No,12,4,2,2.0,2,8.0,3,1,304.49,0.61,3
30.0,No,Travel_Rarely,Human Resources,19,4,Medical,3,Female,88,3,3,Human Resources,2,Married,6577.0,6729.0,2,No,15,3,1,6.0,4,5.0,7,7,76.47,0.02,3
30.0,No,Travel_Rarely,Research & Development,28,2,Medical,4,Female,64,3,2,Research Scientist,4,Married,5209.0,11934.0,1,No,13,4,2,4.0,3,7.0,8,1,186.47,0.56,3
49.0,Yes,Travel_Rarely,Sales,26,4,Marketing,1,Female,63,3,2,Sales Executive,4,Married,2587.0,21075.0,1,Yes,11,3,0,2.0,3,2.0,7,0,334.52,0.88,2
39.0,No,Travel_Rarely,Research & Development,28,4,Medical,4,Male,73,2,1,Research Scientist,1,Single,8489.0,13341.0,1,No,14,2,0,3.0,1,20.0,4,0,182.75,0.36,2
41.0,No,Travel_Rarely,Research & Development,3,3,Medical,4,Male,50,3,1,Research Scientist,4,Married,2127.0,16571.0,1,No,11,3,3,5.0,2,4.0,0,0,331.42,0.87,3
45.0,No,Travel_Rarely,Sales,8,4,Technical Degree,4,Female,56,2,4,Sales Executive,2,Married,5770.0,11879.0,6,No,17,2,1,3.0,3,10.0,8,2,212.12,0.51,2
32.0,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,54,3,1,Laboratory Technician,3,Single,25233.0,25233.0,1,No,13,3,0,2.0,3,11.0,0,0,467.28,0.0,3
36.0,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,53,3,3,Research Director,2,Single,3692.0,21293.0,0,No,11,3,0,2.0,3,11.0,6,2,401.75,0.83,2
42.0,No,Travel_Rarely,Sales,26,3,Marketing,3,Female,74,3,2,Sales Executive,1,Married,2783.0,22217.0,1,No,14,2,1,2.0,2,2.0,7,7,300.23,0.87,2
41.0,Yes,Travel_Rarely,Research & Development,2,3,Medical,4,Female,78,3,5,Manager,1,Married,13570.0,21199.0,5,Yes,13,4,1,2.0,3,20.0,2,1,271.78,0.36,3
29.0,No,Travel_Rarely,Research & Development,2,3,Life Sciences,4,Male,96,3,1,Research Scientist,3,Married,11868.0,11868.0,4,No,13,2,1,2.0,3,2.0,2,2,123.62,0.0,3
43.0,No,Travel_Rarely,Human Resources,8,2,Medical,4,Female,96,4,1,Human Resources,2,Single,24609.0,24609.0,9,No,18,4,0,2.0,3,16.0,2,0,256.34,0.0,3
26.0,Yes,Travel_Rarely,Research & Development,9,2,Medical,3,Female,46,2,1,Research Scientist,1,Single,2148.0,10322.0,0,Yes,22,1,0,2.0,3,5.0,2,1,224.39,0.79,2
36.0,No,Travel_Rarely,Research & Development,19,3,Other,4,Female,67,2,1,Laboratory Technician,1,Divorced,16290.0,16290.0,1,No,11,1,2,2.0,3,17.0,7,0,243.13,0.0,2
39.0,No,Non-Travel,Sales,17,4,Life Sciences,3,Female,94,3,2,Sales Executive,1,Married,21026.0,21026.0,3,Yes,15,4,3,1.0,3,3.0,7,1,223.68,0.0,2
34.0,No,Travel_Rarely,Human Resources,3,3,Human Resources,3,Male,44,4,2,Human Resources,2,Married,2661.0,18767.0,9,No,15,3,1,2.0,1,2.0,3,3,426.52,0.86,2
43.0,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Female,55,2,1,Research Scientist,3,Married,4522.0,7950.0,1,No,13,3,1,3.0,3,5.0,2,2,144.55,0.43,3
27.0,No,Travel_Rarely,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,6214.0,11563.0,2,Yes,19,3,1,3.0,3,8.0,2,1,123.01,0.46,3
53.0,No,Travel_Rarely,Sales,14,3,Technical Degree,3,Female,31,3,1,Sales Representative,3,Divorced,2912.0,2912.0,1,Yes,18,4,2,2.0,3,14.0,2,0,93.94,0.0,3
42.0,No,Travel_Rarely,Research & Development,3,3,Medical,4,Male,98,3,4,Healthcare Representative,2,Single,7192.0,18303.0,3,No,18,3,0,3.0,3,1.0,7,1,186.77,0.61,3
28.0,No,Travel_Rarely,Research & Development,5,4,Other,2,Male,35,4,1,Research Scientist,4,Married,4221.0,18783.0,3,No,17,4,2,3.0,3,5.0,2,0,536.66,0.78,3
40.0,No,Travel_Rarely,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,5715.0,14947.0,1,No,12,3,3,5.0,3,5.0,0,0,196.67,0.62,2
34.0,No,Travel_Rarely,Research & Development,5,2,Medical,4,Female,61,3,2,Manufacturing Director,4,Divorced,5121.0,23177.0,7,No,16,3,2,3.0,2,0.0,2,0,379.95,0.78,3
40.0,No,Travel_Rarely,Sales,25,3,Medical,3,Female,79,2,3,Sales Executive,4,Divorced,5268.0,13237.0,5,No,13,3,1,3.0,3,20.0,0,0,167.56,0.6,3
34.0,Yes,Travel_Rarely,Research & Development,24,3,Medical,3,Female,51,3,1,Laboratory Technician,2,Married,7324.0,7412.0,1,Yes,17,3,3,3.0,3,9.0,1,0,145.33,0.01,2
38.0,No,Non-Travel,Research & Development,26,3,Medical,2,Female,54,3,2,Research Scientist,2,Divorced,8504.0,8504.0,1,No,11,1,1,2.0,3,5.0,7,2,157.48,0.0,2
31.0,No,Travel_Rarely,Research & Development,5,3,Technical Degree,4,Male,84,3,1,Research Scientist,1,Divorced,3477.0,10415.0,5,No,14,4,1,2.0,3,5.0,2,2,123.99,0.67,3
34.0,No,Travel_Rarely,Research & Development,18,4,Medical,4,Female,67,3,3,Manufacturing Director,4,Single,4599.0,20002.0,6,No,12,4,0,2.0,2,15.0,7,5,298.54,0.77,3
33.0,No,Travel_Rarely,Research & Development,27,3,Technical Degree,4,Female,87,4,1,Laboratory Technician,2,Divorced,3838.0,5855.0,5,No,12,3,1,5.0,3,5.0,4,0,67.3,0.34,3
28.0,No,Travel_Rarely,Research & Development,25,2,Medical,3,Male,52,2,2,Healthcare Representative,4,Divorced,2408.0,17171.0,7,No,13,3,2,3.0,3,1.0,2,1,330.21,0.86,3
37.0,No,Travel_Rarely,Sales,12,4,Marketing,2,Male,77,3,2,Sales Executive,4,Divorced,2900.0,4284.0,3,Yes,12,3,2,2.0,3,5.0,0,0,55.64,0.32,3
56.0,No,Travel_Rarely,Research & Development,2,4,Medical,3,Male,79,3,1,Laboratory Technician,3,Single,2339.0,12287.0,4,No,21,3,0,4.0,3,10.0,8,3,155.53,0.81,3
37.0,No,Travel_Rarely,Sales,10,4,Technical Degree,2,Male,63,2,2,Sales Executive,3,Married,5768.0,6060.0,1,Yes,13,1,1,2.0,3,4.0,9,1,96.19,0.05,2
23.0,No,Travel_Rarely,Research & Development,10,4,Other,4,Male,41,3,2,Healthcare Representative,4,Married,2904.0,19121.0,2,Yes,13,4,0,2.0,4,4.0,2,1,466.37,0.85,3
35.0,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Male,87,4,2,Manufacturing Director,2,Married,5174.0,5174.0,1,Yes,20,2,1,2.0,3,10.0,2,0,59.47,0.0,2
37.0,No,Travel_Rarely,Research & Development,8,3,Medical,2,Male,86,4,1,Research Scientist,3,Married,4189.0,22490.0,7,No,17,1,0,2.0,3,5.0,2,0,261.51,0.81,2
29.0,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,75,3,1,Laboratory Technician,2,Married,3956.0,4187.0,1,No,13,3,1,3.0,3,10.0,0,0,55.83,0.06,2
35.0,No,Travel_Rarely,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,8318.0,8318.0,1,No,16,1,0,3.0,3,9.0,3,0,231.06,0.0,2
56.0,Yes,Travel_Rarely,Human Resources,13,3,Human Resources,1,Male,56,2,1,Human Resources,1,Divorced,2587.0,3157.0,4,Yes,15,4,3,3.0,3,4.0,2,2,56.38,0.18,2
31.0,Yes,Travel_Rarely,Sales,13,4,Medical,2,Male,46,3,2,Sales Executive,1,Divorced,3388.0,11512.0,2,No,17,3,0,0.0,1,1.0,1,1,250.26,0.71,2
42.0,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,59,4,4,Research Director,3,Married,2696.0,13514.0,3,No,19,3,0,5.0,3,3.0,1,1,229.05,0.8,3
30.0,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Female,60,4,1,Research Scientist,2,Divorced,3204.0,12392.0,1,Yes,16,1,1,3.0,2,3.0,2,2,206.53,0.74,2
34.0,No,Travel_Frequently,Sales,3,3,Other,4,Female,81,1,2,Sales Executive,1,Single,15891.0,15891.0,3,No,18,4,0,3.0,3,3.0,9,3,196.19,0.0,2
29.0,Yes,Travel_Frequently,Research & Development,2,2,Medical,3,Female,38,2,1,Laboratory Technician,1,Single,5355.0,5355.0,7,No,11,3,0,1.0,2,8.0,0,0,140.92,0.0,2
27.0,No,Travel_Rarely,Research & Development,6,3,Medical,4,Female,95,2,2,Manufacturing Director,2,Single,2279.0,10110.0,6,Yes,15,4,0,2.0,3,7.0,4,1,106.42,0.77,3
34.0,No,Travel_Rarely,Human Resources,1,2,Life Sciences,3,Male,43,3,1,Human Resources,4,Divorced,9888.0,10494.0,1,No,15,2,1,3.0,3,14.0,2,2,244.05,0.06,3
36.0,No,Travel_Frequently,Research & Development,6,3,Medical,2,Female,79,1,2,Research Scientist,4,Divorced,4639.0,15717.0,7,Yes,12,4,3,2.0,3,15.0,11,1,198.95,0.7,2
34.0,Yes,Travel_Rarely,Research & Development,4,1,Technical Degree,3,Female,99,2,1,Laboratory Technician,3,Single,4789.0,9129.0,5,No,16,3,0,3.0,3,3.0,2,1,92.21,0.48,2
42.0,Yes,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Male,39,3,1,Laboratory Technician,3,Divorced,3968.0,17285.0,3,Yes,13,1,2,3.0,3,0.0,7,7,443.21,0.77,2
29.0,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,69,3,1,Laboratory Technician,1,Divorced,26619.0,26619.0,1,Yes,12,4,1,2.0,3,7.0,0,0,385.78,0.0,2
47.0,No,Non-Travel,Research & Development,1,1,Life Sciences,4,Male,71,3,1,Research Scientist,1,Single,4978.0,15178.0,1,No,13,4,0,3.0,3,1.0,0,0,213.77,0.67,3
30.0,No,Non-Travel,Sales,1,4,Medical,2,Male,68,2,1,Sales Representative,2,Married,5249.0,18024.0,0,No,14,2,1,0.0,3,8.0,2,2,265.06,0.71,2
