Age,DistanceFromHome,MonthlyIncome,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,MonthlyHours,Attrition,OverTime,OverallSatisfaction,JobLevel,NumCompaniesWorked,Education
45,1,2132,12,1,3,5,5,241.55,0,0,2,2,6,4
34,10,21072,25,0,5,10,2,329.25,0,0,3,3,2,3
36,3,5237,11,1,3,7,3,397.37,0,1,3,1,3,2
40,13,13194,18,0,2,1,2,325.3,0,0,2,1,3,1
28,5,2585,16,0,5,1,11,160.4,0,0,3,2,8,2
34,1,7756,12,0,1,6,12,378.12,0,0,3,1,1,3
32,8,23814,21,1,2,3,0,432.98,0,0,2,2,4,3
46,10,4615,14,2,2,16,7,304.26,0,1,2,2,1,1
30,8,2422,17,0,2,3,0,319.55,0,1,2,2,2,5
28,20,2080,15,0,2,0,3,466.66,0,0,3,2,8,3
31,1,2689,18,1,1,4,5,81.33,0,0,2,2,1,4
36,8,5410,19,1,2,16,2,285.81,0,0,3,2,0,1
21,2,3447,12,0,2,3,0,354.56,1,0,2,1,1,2
26,24,2104,14,0,2,7,2,58.51,0,0,2,1,2,3
48,9,5486,11,2,3,2,9,166.85,0,0,2,2,1,3
35,5,6883,13,0,3,7,0,269.12,1,1,3,1,1,3
46,3,10022,19,1,3,8,2,318.97,1,1,2,2,0,1
39,7,6782,16,1,2,5,0,215.4,0,0,2,3,8,3
54,2,6992,14,1,4,9,9,184.24,0,0,3,5,4,2
35,10,4487,22,2,3,5,3,162.13,0,0,2,1,3,4
36,9,5079,19,2,3,7,2,201.31,0,0,3,1,2,2
56,10,2066,20,1,2,3,4,180.23,0,0,2,1,6,3
37,2,8346,13,0,2,3,5,108.39,0,1,3,2,4,1
34,1,5714,20,1,3,11,0,222.47,0,0,3,3,3,4
29,10,1091,20,1,3,1,2,212.02,0,0,2,1,1,3
46,24,5843,13,0,2,4,2,88.53,1,1,1,3,6,4
41,2,9355,14,0,5,8,0,132.02,1,0,3,1,7,3
32,9,3068,25,1,2,7,8,436.18,0,0,3,3,1,1
38,10,24223,14,3,2,3,0,275.26,0,1,3,2,2,4
58,1,2479,12,0,4,1,3,313.78,0,0,2,2,1,2
25,17,3669,21,1,2,3,0,96.81,0,0,3,1,1,2
36,16,5775,19,0,2,10,10,105.61,0,1,3,2,1,4
34,9,4941,13,1,2,8,7,272.6,0,1,3,2,3,5
31,1,6932,12,1,2,9,9,182.38,0,0,3,1,1,5
38,7,5118,17,1,2,1,2,66.47,0,0,3,2,4,4
27,16,2517,12,1,2,5,0,115.48,0,0,2,1,1,1
35,2,4148,18,0,2,14,2,229.29,0,1,2,3,5,1
42,9,20520,20,2,2,2,3,218.3,0,0,2,1,1,4
35,14,5762,24,1,6,7,2,258.31,1,1,2,1,1,4
44,19,2342,17,3,2,5,3,311.68,0,0,2,2,3,3
30,2,11916,12,0,2,9,7,347.8,0,1,2,2,6,4
32,24,10422,14,0,3,14,2,258.94,1,1,2,1,5,3
38,12,5343,15,0,2,10,0,282.47,1,0,3,1,1,3
37,16,2115,13,2,3,17,0,76.29,0,1,3,1,1,2
33,6,5147,18,0,2,11,7,272.88,1,1,2,2,4,4
33,4,2500,12,0,2,3,2,208.67,0,0,2,2,1,1
45,3,4385,16,0,2,10,4,209.73,0,1,2,2,3,4
