Age,Attrition,BusinessTravel,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,MonthlyHours,TaxRate,OverallSatisfaction
41,0,3,2,3,3,1,1,4,9,2,4103,3,1,12,2,1,2,2,9,7,199.69333333333333,0.7260466047940175,2.0
43,0,2,23,3,4,1,3,4,1,2,2670,4,1,12,1,1,3,3,1,16,268.1617647058824,0.853578283520702,2.6
28,0,2,20,2,4,0,3,2,5,4,8463,2,0,14,4,1,4,3,5,2,238.48888888888888,0.21142377935147225,3.6
42,1,2,4,3,1,0,3,1,3,1,13008,1,0,19,2,0,2,3,1,0,190.38095238095238,0.18659329664832416,2.0
37,0,2,2,3,3,1,2,3,1,2,6447,2,0,18,2,1,2,4,6,7,445.1818181818182,0.6708699203594037,2.6
29,0,2,18,4,3,0,3,2,6,3,4262,1,1,14,4,2,2,4,3,2,307.425,0.8267057005773766,3.4
54,0,2,1,4,3,1,4,2,6,2,5485,1,1,13,1,1,4,3,5,5,240.01190476190476,0.7279400823371857,2.6
42,0,2,9,3,2,0,3,1,4,4,11411,1,1,12,3,3,2,2,1,2,215.30188679245282,0.0,2.8
59,0,2,1,2,1,0,3,2,1,2,10512,1,0,15,3,0,6,3,9,2,188.68085106382978,0.40730717185385656,2.4
38,0,2,18,1,1,0,3,3,6,3,8984,5,0,11,4,0,3,2,9,2,115.3953488372093,0.0947198710197501,2.6
25,0,2,4,4,4,1,3,2,6,3,2187,0,1,16,2,0,3,3,2,2,538.1,0.864523322802453,3.0
31,0,2,20,3,3,0,3,2,1,1,9096,0,0,15,3,1,2,2,13,2,107.01176470588236,0.0,2.4
29,0,3,26,4,1,0,3,4,9,3,4554,2,0,14,3,1,3,2,10,6,84.75757575757575,0.18591347872720773,2.4
34,0,1,2,5,4,1,4,2,7,1,2029,7,0,16,1,1,2,4,5,3,162.7594936708861,0.8421994089282937,2.8
22,0,1,2,1,3,1,3,2,5,2,2814,0,1,13,1,3,2,2,4,2,569.3611111111111,0.8627116163340977,2.2
45,1,3,5,3,2,0,3,1,2,2,8059,1,1,14,4,0,3,3,2,0,198.18840579710144,0.4106764168190128,2.8
24,0,2,1,1,4,1,2,2,3,4,3202,1,1,12,3,2,4,2,5,8,290.8727272727273,0.7998499812476559,3.0
38,0,2,3,3,3,0,2,2,5,4,8237,5,0,17,4,0,3,3,7,1,343.5416666666667,0.5004851425106125,3.2
31,0,3,18,1,2,0,3,1,3,4,2610,1,0,13,1,0,5,3,2,1,105.52054794520548,0.6611709723484357,2.6
39,1,2,10,3,1,1,2,1,4,2,5902,1,1,25,2,0,2,4,15,1,64.04166666666667,0.040013012361743656,2.2
38,0,2,1,2,4,1,3,4,11,4,6615,9,0,22,3,1,2,2,10,4,182.74242424242425,0.4515380150899594,3.2
43,0,3,2,3,2,0,3,1,7,3,8429,1,0,13,4,1,2,3,7,4,85.14141414141415,0.0,3.0
49,0,2,3,5,4,0,3,2,4,3,2302,3,1,20,2,0,0,3,3,2,207.84375,0.653886633588934,3.0
33,0,3,16,3,2,0,3,2,5,2,7725,2,0,12,2,0,2,4,13,2,181.98888888888888,0.528359484706026,2.6
23,0,2,20,3,4,0,3,2,5,3,2819,1,0,14,4,0,3,3,3,7,143.51111111111112,0.7817435738618768,3.4
37,0,3,5,3,1,0,2,2,5,2,2996,1,1,13,2,1,2,2,4,0,78.04651162790698,0.10727056019070322,1.8
24,0,1,1,4,4,0,3,3,1,3,3162,7,0,17,1,1,2,1,5,4,182.24528301886792,0.6726369189357077,2.4
29,0,2,5,3,1,0,3,2,5,3,2119,1,0,19,3,1,4,3,7,2,410.6470588235294,0.8988206083178151,2.6
29,0,2,13,4,2,0,3,2,5,4,2062,2,0,11,3,1,2,2,3,2,126.71232876712328,0.7770810810810811,2.8
42,1,2,24,3,4,0,3,1,3,3,5538,3,1,22,4,1,2,1,0,0,463.25581395348837,0.721987951807229,3.0
53,0,2,4,3,1,0,4,1,3,3,16031,8,0,12,2,1,4,2,3,2,258.56451612903226,0.0,2.4
44,0,2,1,2,2,1,3,3,9,4,11038,3,1,14,3,1,2,1,12,4,201.8181818181818,0.17132132132132133,2.6
30,0,2,2,4,1,1,3,2,1,4,4658,0,0,18,2,1,4,3,5,2,146.31914893617022,0.3226697687945325,2.6
32,0,3,26,2,3,0,3,4,9,4,3433,1,1,12,4,2,3,4,5,12,211.8913043478261,0.8238945316507643,3.6
36,1,1,4,1,4,1,3,1,3,4,4605,1,1,15,2,1,3,4,9,7,177.3125,0.18840324286217836,3.4
30,0,2,11,2,4,0,3,2,5,4,18500,1,0,11,4,1,2,3,5,2,342.5925925925926,0.0,3.6
33,1,3,14,4,2,0,3,1,4,2,4510,9,1,18,1,3,6,3,7,4,65.02777777777777,0.03673643741990602,2.2
38,0,1,2,4,3,1,3,1,4,4,5329,0,1,18,2,1,2,1,13,2,242.09375,0.3121208209629534,2.6
30,0,2,9,4,2,1,3,2,4,3,9667,1,0,19,2,0,3,3,7,7,389.5416666666667,0.4829928334581239,2.6
38,0,3,3,3,2,0,3,1,2,2,3692,1,0,19,4,1,3,3,5,0,63.69230769230769,0.25684380032206117,2.8
44,1,2,3,2,1,0,3,2,5,3,2818,9,0,14,1,0,2,3,3,2,381.3076923076923,0.8863021989106314,2.2
28,0,2,10,5,2,0,3,2,1,1,2070,2,0,13,4,3,2,3,5,7,50.46052631578947,0.4602346805736636,2.6
35,0,2,4,4,3,1,2,1,4,2,10685,6,0,21,4,0,2,3,17,2,281.8723404255319,0.19346316425120774,2.8
27,1,2,10,3,4,0,2,3,5,1,7880,9,0,17,3,0,3,3,8,12,391.45454545454544,0.6339990710636322,2.6
35,0,3,4,1,3,0,3,1,4,3,5182,7,1,15,4,0,2,3,2,4,95.96296296296296,0.0,3.2
26,0,3,11,3,1,0,3,1,4,2,2544,1,0,13,4,1,3,3,7,1,568.3720930232558,0.8959083469721768,2.6
32,0,2,1,2,3,1,3,2,3,4,10781,1,0,23,4,0,3,3,6,8,185.8793103448276,0.0,3.4
30,0,2,7,3,2,1,4,2,5,4,12241,4,0,11,2,1,2,2,5,7,122.41,0.0,2.8
35,0,2,1,5,1,0,4,4,11,3,3506,4,0,19,3,1,3,3,3,1,237.66315789473686,0.8447160953140225,2.8
26,0,3,1,3,1,1,2,1,2,1,6397,4,0,14,1,0,6,2,6,0,194.45762711864407,0.4424300531683082,1.4
30,0,2,7,3,4,0,1,3,1,4,7140,4,0,11,1,0,2,2,7,4,442.81632653061223,0.6709374135865057,2.4
31,0,2,21,2,3,0,3,2,1,3,16439,2,0,16,2,1,4,3,5,3,456.6388888888889,0.0,2.8
38,0,2,22,3,1,1,2,1,4,2,3306,5,0,12,4,1,5,3,9,2,252.5212765957447,0.8607237645869318,2.4
40,0,2,4,2,4,0,2,5,9,2,9946,2,0,14,3,1,2,3,8,4,301.3939393939394,0.0,2.8
37,0,3,7,4,2,0,3,1,4,4,23293,2,0,18,3,0,3,3,6,2,358.3538461538462,0.0,3.0
50,0,2,1,3,4,0,2,1,4,2,11757,1,0,13,4,0,2,4,8,0,231.7710843373494,0.38883401777823984,3.2
35,0,2,15,3,4,0,2,2,5,4,23683,3,0,18,3,1,3,3,3,2,503.8936170212766,0.0,3.2
31,1,3,17,2,4,0,3,1,3,2,3372,1,0,13,1,1,4,1,10,0,57.90721649484536,0.3996795442406979,2.2
52,1,2,7,2,4,1,3,2,3,3,3212,1,0,18,1,1,3,3,2,4,289.17721518987344,0.8594003064127818,2.8
43,0,2,4,4,1,0,2,1,3,2,7898,8,0,11,4,0,2,3,10,4,99.90243902439025,0.035888671875,2.4
42,0,3,5,4,2,0,3,3,6,1,22792,4,0,12,3,2,4,3,0,2,542.6666666666666,0.0,2.4
42,1,1,2,4,4,0,3,1,3,2,2936,1,0,12,1,0,1,3,6,0,261.6,0.8818606148398519,2.6
46,1,2,29,2,3,1,2,1,3,2,11652,0,0,11,2,0,2,4,19,4,186.26760563380282,0.1189413988657845,2.6
52,0,2,29,3,3,0,3,1,4,4,9752,5,0,13,2,0,4,2,8,5,125.8433734939759,0.06634753470560077,2.8
38,0,2,1,3,3,0,3,1,7,3,11510,0,0,21,1,1,2,4,11,3,335.39130434782606,0.25395385014259786,2.8
49,0,2,3,4,2,1,2,3,11,3,3580,1,0,18,3,0,2,3,4,2,231.46236559139786,0.8336894917773855,2.6
33,0,2,8,3,1,1,4,3,11,1,2622,9,0,14,1,1,3,3,3,7,322.77777777777777,0.8710597492008851,2.0
35,0,3,1,4,4,1,1,2,6,3,3755,2,1,13,4,1,3,3,8,3,533.0,0.7798428705440901,3.0
45,0,1,2,3,4,0,4,4,11,2,3633,4,0,12,2,0,2,2,9,8,506.7692307692308,0.8161809350333941,2.8
34,0,3,1,5,1,0,3,2,5,3,6074,7,0,12,3,1,3,2,9,0,117.49367088607595,0.3456151691445809,2.4
42,0,2,6,4,2,1,1,2,4,4,19368,1,0,13,2,0,6,3,4,11,236.1951219512195,0.0,2.4
35,0,2,2,1,1,1,3,2,6,4,4788,1,0,19,4,1,2,4,3,4,281.41379310344826,0.804435730915329,3.2
55,0,2,2,2,4,0,4,1,3,2,16620,5,0,11,3,0,2,2,7,0,218.68421052631578,0.0,3.0
38,0,2,5,5,3,0,1,2,3,1,3210,1,1,14,1,0,4,3,15,7,468.94,0.863095491960592,1.8
47,0,2,5,3,3,1,3,4,10,2,3294,1,1,11,2,1,3,3,3,9,209.38095238095238,0.8127132135546964,2.6
28,1,1,5,2,1,0,4,1,4,3,8722,3,1,14,1,0,2,3,10,1,325.9148936170213,0.4306045175610393,2.4
24,1,1,22,2,3,0,2,2,5,3,2042,2,1,12,1,2,2,3,3,4,89.8529411764706,0.6657937806873977,2.4
32,0,2,3,3,4,0,3,2,4,2,3038,1,0,12,3,1,2,3,5,8,292.90909090909093,0.8428512311193875,3.0
49,1,2,1,5,3,0,4,3,1,2,8931,1,0,11,1,0,2,3,1,8,187.11,0.522687189353856,2.6
48,0,2,1,1,1,1,2,1,4,3,25265,1,0,13,3,2,3,3,8,3,382.8030303030303,0.0,2.4
32,0,2,10,4,4,0,3,2,5,4,26075,8,0,13,3,0,3,4,9,0,330.0632911392405,0.0,3.6
24,0,1,16,3,3,0,3,1,4,3,2122,1,0,14,3,0,3,2,3,3,43.30612244897959,0.0,2.8
43,0,3,24,1,1,1,3,2,4,4,5340,7,0,13,1,0,1,3,8,7,208.07692307692307,0.5064695009242144,2.4
30,0,2,1,3,1,1,3,1,4,4,5598,1,0,15,1,3,3,3,3,2,158.7835051546392,0.6365407089988313,2.4
33,1,2,3,2,4,0,3,2,5,3,3600,4,1,18,1,0,2,2,11,0,433.609756097561,0.7975025312183598,2.6
60,1,2,10,3,1,0,3,3,1,3,5220,6,0,11,2,2,3,3,11,0,370.04918032786884,0.7687502768794577,2.4
34,0,2,4,3,4,1,3,3,1,4,11631,1,0,11,3,0,6,3,11,9,346.4074074074074,0.37822089169250506,3.4
28,0,3,4,2,4,0,3,1,3,3,2596,7,0,19,4,1,2,2,1,0,300.8735632183908,0.9008251833740831,3.2
31,0,2,3,3,3,0,2,2,5,2,2218,2,0,11,3,1,2,3,4,4,214.50877192982455,0.8185981843461192,2.6
29,0,2,1,4,2,0,4,2,6,4,6623,0,0,13,3,0,2,2,1,7,587.3636363636364,0.6583088273229118,3.0
51,0,2,3,2,3,1,2,2,3,1,13142,4,0,25,1,1,1,3,5,2,536.5116279069767,0.43034243606415257,2.0
37,0,2,26,1,1,0,2,1,4,3,2073,1,0,20,3,3,3,3,3,4,172.72826086956522,0.8695488012082311,2.4
39,0,2,3,3,3,0,3,3,5,4,14506,2,0,12,1,0,2,3,1,3,166.73563218390805,0.0,2.8
40,0,2,2,4,4,0,3,4,9,2,10322,1,0,19,2,0,6,3,18,10,180.63636363636363,0.35065425264217415,2.8
32,0,3,21,3,2,1,4,1,3,2,8998,1,0,18,4,3,2,3,9,11,172.62025316455697,0.34017745838527536,3.0
28,0,2,5,3,2,0,4,2,6,2,4779,3,0,12,1,0,2,1,8,2,182.7058823529412,0.6922730199613651,2.0
43,0,2,2,3,2,0,3,1,7,4,5033,0,0,13,2,0,3,3,14,7,181.4742268041237,0.714082826790888,2.8
24,0,2,8,4,3,0,3,1,7,3,2127,1,0,17,2,0,2,1,1,4,71.08,0.7007597073719752,2.4
30,1,3,2,1,1,1,1,5,9,4,2083,1,0,15,4,1,2,3,1,14,453.43859649122805,0.9194072583765379,2.6
51,0,2,26,3,3,0,3,4,5,2,14864,5,0,14,4,1,2,4,10,4,193.03896103896105,0.0,3.2
26,0,3,2,4,3,1,3,2,5,3,2741,4,0,22,2,2,2,4,7,7,293.5074626865672,0.8606153063818968,3.0
34,0,2,1,4,1,0,2,2,5,4,12930,4,0,22,3,0,3,4,4,3,219.15254237288136,0.0,2.8
28,0,2,3,2,3,0,3,1,4,1,3464,1,1,13,4,1,4,4,3,2,83.22916666666667,0.13291614518147685,3.0
36,0,2,1,3,1,1,3,2,5,3,4663,1,0,16,4,0,2,3,3,4,83.725,0.3038220364287847,2.8
47,0,1,3,4,3,1,3,1,4,3,2997,3,0,16,1,1,3,3,13,2,271.75,0.7493518441080539,2.6
44,1,2,6,3,4,0,3,1,3,1,4303,7,1,21,4,0,3,1,10,2,82.04285714285714,0.25074003134250394,2.6
42,0,2,10,3,4,1,3,2,5,4,2372,1,0,12,4,0,2,2,1,7,394.6,0.890706353960282,3.4
32,0,2,18,4,4,0,3,2,1,4,10400,1,1,15,1,2,2,3,14,7,258.6195652173913,0.562896650275291,3.0
26,0,3,6,4,1,0,4,2,5,4,4294,4,0,22,4,2,2,4,7,7,94.22727272727273,0.309535295063515,3.4
33,0,2,1,1,3,1,2,3,1,3,4878,1,0,22,3,0,2,3,9,8,237.7840909090909,0.7668817204301075,2.8
30,0,2,16,3,1,0,4,1,3,2,6347,0,0,13,3,1,2,3,11,4,196.17857142857142,0.6148431336852964,2.6
30,1,2,5,2,3,1,2,1,4,3,4779,1,1,14,1,1,3,3,3,7,237.47727272727272,0.7713178294573644,2.4
29,0,2,10,4,3,0,2,2,3,3,2272,1,0,11,2,1,2,4,5,7,75.9390243902439,0.635137305283443,2.8
54,0,3,2,3,3,1,3,4,8,4,10502,2,1,13,3,0,2,3,5,4,239.77319587628867,0.5484564450941611,3.2
27,0,1,5,4,4,0,2,2,1,4,2566,8,0,24,2,0,2,3,1,0,181.03571428571428,0.7468928782797396,3.0
32,0,2,6,3,4,0,3,2,3,4,6220,2,0,17,4,0,3,3,10,2,126.96511627906976,0.43035076472204414,3.6
28,0,1,21,2,3,0,3,1,2,4,2144,5,0,15,2,1,3,3,5,4,393.0,0.8989727641127132,3.0
26,0,2,1,4,3,0,2,1,4,1,3339,3,1,11,2,0,2,3,5,2,39.55,0.15575221238938053,2.2
47,0,2,2,4,3,1,2,1,4,3,2725,2,0,14,4,0,2,3,20,2,330.1730769230769,0.8412837090104258,3.0
49,0,2,10,3,2,0,1,3,11,3,3376,3,0,12,1,1,3,3,8,16,105.71717171717172,0.6774316835467227,2.0
36,0,2,11,4,4,1,3,2,3,3,6815,8,0,20,2,1,5,3,1,2,266.109756097561,0.6876861738692086,3.0
31,0,2,10,3,1,0,3,3,1,3,2739,9,0,14,2,0,1,3,2,7,47.921875,0.10694489729377242,2.4
26,0,2,24,3,4,0,3,3,1,1,6950,1,1,21,4,1,2,2,4,9,124.10714285714286,0.0,2.8
50,0,2,10,3,2,0,2,2,5,2,11591,7,0,12,2,1,2,4,9,1,202.92857142857142,0.32001642614103015,2.4
32,0,2,8,2,3,0,2,2,5,2,24624,1,1,11,4,0,2,3,1,12,378.83076923076925,0.0,2.8
33,0,1,25,3,2,0,3,2,5,3,4905,1,0,12,1,1,2,2,10,7,212.73170731707316,0.7188144920889704,2.2
22,1,2,18,1,3,0,2,1,4,4,14961,1,1,13,3,0,2,2,4,3,173.96511627906978,0.0,2.8
36,0,2,19,4,4,0,2,1,3,1,12449,1,0,12,3,3,2,3,10,5,159.60256410256412,0.0,2.6
31,0,2,23,4,4,0,3,4,11,4,2356,6,0,18,3,0,2,3,6,9,280.6388888888889,0.8834009700089083,3.4
36,0,2,7,4,2,1,2,1,2,3,3419,3,0,15,2,0,3,4,1,7,286.2682926829268,0.7086989861122944,2.6
39,1,2,1,4,4,1,3,2,5,3,2232,3,1,14,4,0,1,3,3,0,212.97530864197532,0.8706161961625413,3.4
54,0,2,5,2,2,1,2,2,3,4,11912,1,0,14,3,1,5,4,5,10,237.7017543859649,0.12082072477673629,3.0
56,0,2,8,3,3,1,3,3,6,3,4257,1,0,13,2,3,3,3,2,14,139.01694915254237,0.4809802487198244,2.8
50,0,2,4,3,2,0,3,1,4,3,6725,1,0,19,3,0,2,3,8,1,234.31578947368422,0.6223607367475292,2.8
32,0,2,28,3,2,1,4,2,3,3,9980,1,0,17,4,2,1,2,10,9,551.0434782608696,0.6062805744042923,3.0
54,0,2,1,3,3,0,2,3,6,1,3142,2,1,13,3,1,2,2,10,9,444.475,0.8232746498678216,2.2
26,0,2,2,1,4,1,1,1,3,4,2966,1,1,11,3,3,2,3,4,0,297.22033898305085,0.8308622262773723,3.0
43,1,2,22,3,1,0,2,1,7,2,3539,1,0,12,1,0,2,3,9,0,337.1551724137931,0.8190232677064689,1.8
36,0,2,1,2,4,0,2,2,1,4,4051,9,1,13,4,1,2,3,3,3,94.20930232558139,0.0,3.4
20,1,3,15,3,1,1,3,2,3,3,2926,7,0,14,2,1,5,2,1,0,97.01234567901234,0.6276406210231611,2.2
38,0,3,11,5,4,1,2,2,5,1,2440,4,0,16,3,1,3,3,4,0,228.40449438202248,0.8799685163321527,2.6
29,0,3,6,4,3,1,2,2,4,2,7918,6,0,15,3,1,5,3,11,0,333.3333333333333,0.47213333333333335,2.6
37,1,2,1,3,4,0,3,1,2,2,5993,1,1,11,1,0,2,4,7,2,154.05555555555554,0.2796009135713427,2.8
31,0,2,7,4,3,0,3,2,5,4,11557,1,1,11,4,0,3,3,5,8,247.01818181818183,0.1493449138819373,3.4
48,0,2,2,2,3,0,4,2,6,2,5381,1,0,24,4,1,2,3,1,7,261.3421052631579,0.4581613130601148,3.2
35,0,2,11,2,4,1,2,4,1,2,10388,3,0,16,2,0,3,2,16,2,298.0365853658537,0.5749416915585744,2.4
32,0,3,21,3,3,1,3,1,4,4,2432,1,0,11,3,1,2,1,4,2,158.85714285714286,0.6354916067146283,2.8
27,0,2,1,4,3,1,3,3,5,4,4227,1,0,19,3,2,2,3,3,10,500.6666666666667,0.8241095206391478,3.2
24,0,3,10,3,4,1,4,1,4,3,4286,2,0,16,4,1,4,3,1,2,285.02222222222224,0.6658350226103228,3.6
29,0,2,9,3,1,1,3,1,4,3,2532,2,0,19,2,1,5,3,4,4,192.9206349206349,0.7916735231199605,2.4
40,1,2,5,3,2,1,3,1,3,2,5677,0,0,17,1,0,4,3,11,2,428.75,0.7793197278911564,2.2
30,0,2,2,3,1,0,3,5,8,3,3579,5,0,11,1,0,2,2,11,6,309.14285714285717,0.793264787430684,2.0
32,0,2,7,3,4,1,4,1,4,4,2370,4,0,14,4,3,4,4,8,4,141.2972972972973,0.5466717674062739,4.0
46,0,2,2,4,4,1,3,2,6,1,4761,2,0,11,1,1,3,4,1,0,85.8688524590164,0.09106529209621993,2.6
51,0,2,16,4,1,0,3,2,5,1,5441,8,0,14,4,0,2,3,10,2,141.95238095238096,0.5436933914793693,2.4
35,0,2,6,4,2,0,3,2,5,3,4323,1,0,16,1,0,2,3,5,8,279.32183908045977,0.8221060861692935,2.4
34,1,1,7,3,1,0,3,1,3,1,2979,3,1,14,2,0,2,1,0,2,45.73972602739726,0.1078167115902965,1.6
38,0,2,3,1,4,1,2,2,5,4,7756,3,1,12,3,0,6,2,5,2,219.93333333333334,0.5297969081539861,3.0
55,0,3,2,3,4,0,3,2,4,2,6385,0,0,13,3,2,3,2,8,5,567.0666666666667,0.749784465867231,2.8
29,0,2,29,3,4,0,3,2,1,4,4185,3,0,18,1,1,2,1,4,7,77.5,0.0,2.6
32,1,1,24,2,2,0,2,3,6,1,4465,1,0,12,1,0,2,2,3,7,171.59722222222223,0.6386078510724403,1.6
38,0,3,2,1,3,0,3,1,2,1,9518,3,0,13,3,1,2,3,2,0,164.66129032258064,0.06768537564893722,2.6
42,0,3,1,4,1,0,3,1,3,4,4060,8,0,19,3,2,2,2,1,0,165.75903614457832,0.7048989678732374,2.6
39,0,1,20,1,4,1,3,1,3,4,3646,1,0,13,2,0,2,4,1,8,175.075,0.47936598600599745,3.4
39,0,2,9,3,3,1,3,2,3,2,8770,9,0,15,3,0,4,2,19,4,244.61428571428573,0.48782339543304326,2.6
54,0,2,10,3,4,1,2,1,2,3,3780,1,0,12,1,0,3,3,1,0,140.92753623188406,0.6112710818593171,2.6
45,0,2,9,3,2,1,2,1,4,2,4477,4,1,20,2,1,2,2,3,0,158.30666666666667,0.6229259664785648,2.0
35,0,2,2,2,4,0,3,3,1,4,4717,3,0,14,3,1,2,2,11,8,243.76829268292684,0.7640202111161138,3.2
50,0,1,9,2,3,1,3,1,4,1,7172,1,0,25,3,0,2,3,8,1,216.90740740740742,0.3876888926833433,2.6
38,0,2,25,2,1,0,2,2,3,4,14004,4,0,14,4,0,6,3,0,2,259.3333333333333,0.0,2.8
35,0,3,15,2,3,0,3,1,4,4,2194,1,0,14,4,0,2,3,3,0,200.84375,0.886209221513407,3.4
30,0,2,19,3,2,1,2,1,4,4,20338,1,0,12,2,0,2,3,9,9,581.0857142857143,0.0,2.6
36,0,2,1,2,4,0,3,1,3,2,2519,1,0,11,2,1,6,3,11,2,218.0609756097561,0.859124210055366,2.8
36,0,2,1,4,4,0,3,5,9,4,4440,3,0,11,3,1,2,2,15,0,354.6764705882353,0.8159051330956132,3.2
36,0,3,1,3,2,1,3,3,1,4,9738,4,0,17,4,0,6,4,9,5,404.20338983050846,0.5916638711841664,3.4
30,0,1,1,3,2,0,3,1,4,4,8834,6,1,12,3,0,2,3,9,3,319.57142857142856,0.34182685143793773,3.0
28,1,2,25,4,1,0,3,1,3,4,2044,1,1,24,3,0,2,1,5,0,207.08045977011494,0.8865452930728241,2.4
26,0,2,4,2,2,0,2,2,5,4,2875,1,1,11,2,0,2,3,8,4,122.12121212121212,0.7622001654259719,2.6
55,0,2,24,1,4,1,3,1,3,3,13335,1,0,22,2,1,2,3,5,0,248.6417910447761,0.19953178462092563,3.0
55,0,3,14,4,3,0,3,2,4,2,2125,8,0,18,3,1,3,4,9,7,41.484375,0.19962335216572505,3.0
40,0,1,5,4,1,0,3,2,5,4,20445,4,1,21,3,0,2,3,10,6,208.62244897959184,0.0,2.8
26,0,3,2,3,3,0,3,2,5,1,3102,0,1,12,4,0,2,3,6,2,70.22093023255815,0.48633879781420764,2.8
28,0,2,7,4,3,0,3,2,1,3,4724,2,0,14,3,0,0,4,5,0,534.8,0.7055597107953129,3.2
49,0,2,3,1,3,0,3,2,5,1,2267,1,1,18,4,0,2,3,2,3,146.5612244897959,0.8421638933370466,2.8
34,0,1,2,2,3,0,3,1,3,1,2307,4,0,17,4,1,2,2,5,3,258.6363636363636,0.909900410076157,2.6
42,0,2,29,4,1,0,2,2,5,4,13402,1,0,14,1,2,2,3,1,7,155.14285714285714,0.050715398781697126,2.2
33,0,2,6,4,3,0,3,2,5,4,6388,4,0,14,2,1,6,4,0,4,232.90816326530611,0.72013143483023,3.2
32,0,2,1,3,3,0,2,1,3,2,3974,6,0,20,3,0,3,3,2,0,56.77142857142857,0.0,2.6
52,0,2,8,4,4,1,3,1,2,2,3149,7,0,15,4,1,3,3,5,2,184.87037037037038,0.6845637583892618,3.2
45,0,2,10,3,4,0,2,3,6,4,2755,6,0,15,4,0,3,3,10,3,36.97,0.25480119015417907,3.4
35,0,2,7,2,4,0,3,2,6,3,7632,1,0,20,3,3,2,3,8,7,502.19444444444446,0.5778527573427734,3.2
39,1,2,12,4,2,0,2,1,2,1,3902,1,0,18,3,1,2,4,2,0,195.54054054054055,0.7303386316516931,2.4
37,0,2,4,2,4,0,3,2,5,4,4213,1,1,17,3,0,4,3,10,0,103.26506024096386,0.5084587562711469,3.4
46,0,1,4,2,4,1,3,2,1,2,5258,7,0,13,2,3,2,3,1,2,94.76288659793815,0.42798085291557875,2.8
50,0,3,8,4,3,0,3,1,3,1,4728,9,0,13,3,0,4,1,0,4,321.537037037037,0.7276968265852676,2.2
31,0,2,3,2,4,0,4,2,6,1,7547,6,0,20,1,1,3,3,5,4,333.0126582278481,0.713129086209518,2.6
31,0,3,2,4,4,1,2,1,4,1,7446,0,0,16,4,0,2,3,10,7,338.8076923076923,0.7182427063230786,2.8
39,0,2,3,3,3,0,3,1,4,3,5151,1,0,20,3,1,3,3,10,0,319.056338028169,0.7726128989537809,3.0
24,0,2,22,4,3,0,3,3,5,1,2774,0,0,11,3,0,2,3,5,8,41.88405797101449,0.04013840830449827,2.6
53,0,2,2,1,2,0,4,2,6,3,13888,5,0,20,2,3,2,3,9,11,186.4943820224719,0.16327268345583806,2.8
29,1,2,9,4,1,0,3,1,7,3,3072,1,0,15,4,0,3,3,10,2,165.76923076923077,0.6436194895591647,2.8
27,0,2,27,3,2,0,3,2,6,3,25549,4,0,12,1,1,3,2,9,7,387.1060606060606,0.0,2.2
32,0,2,8,5,2,0,3,2,1,1,2176,3,0,14,3,1,5,3,6,0,130.84375,0.480296154764748,2.4
33,0,3,11,2,4,1,3,4,9,4,4302,3,0,13,2,1,2,4,3,3,60.044444444444444,0.20392301998519616,3.4
34,0,2,5,1,2,1,3,2,5,4,2929,6,0,13,1,0,3,4,10,4,316.27868852459017,0.848183278909449,2.8
35,0,2,23,1,2,1,2,2,2,3,2559,1,0,21,4,1,3,3,6,8,194.94444444444446,0.6353662011969222,2.8
35,0,2,4,2,3,0,3,1,4,4,9973,1,1,20,2,0,2,2,4,5,188.16981132075472,0.0,2.8
38,0,2,11,4,4,0,3,1,4,4,6861,3,1,19,2,1,1,3,1,4,309.8125,0.5386322372402663,3.2
34,0,2,29,3,2,1,1,2,3,4,6500,4,0,19,1,0,1,3,3,0,170.67857142857142,0.31994141033689055,2.2
46,0,2,1,3,1,1,3,5,11,2,9755,3,1,19,1,0,2,2,7,3,233.53424657534248,0.42779211637728765,1.8
34,0,3,5,3,2,0,3,3,5,4,8053,2,0,12,3,1,3,3,14,9,414.8048780487805,0.5264890927265243,3.0
45,0,2,10,2,4,1,3,2,5,4,2220,7,0,14,4,0,2,3,1,3,239.82142857142858,0.8346984363365599,3.6
27,0,2,10,1,1,1,4,1,4,3,19630,1,0,18,4,0,5,3,6,2,248.48101265822785,0.0,3.0
52,0,2,7,3,3,0,3,3,11,3,5577,0,0,11,4,0,3,4,10,9,530.5102040816327,0.7854587420657819,3.4
38,0,2,23,3,2,0,4,1,4,4,3057,1,1,11,2,2,0,3,1,5,243.03370786516854,0.8586685159500693,3.0
41,0,2,5,2,1,0,4,1,4,2,4240,0,1,12,4,2,0,2,2,2,188.1625,0.7183285723775992,2.6
34,0,3,7,2,2,0,3,1,2,3,4944,0,1,25,2,1,3,3,15,10,104.49090909090908,0.13972507395162695,2.6
35,1,2,1,1,1,1,3,1,2,2,8606,1,1,16,2,0,3,3,11,3,354.38709677419354,0.6083196795922082,2.2
37,0,2,2,4,4,1,3,2,1,3,4777,9,0,14,2,0,2,3,1,0,82.48863636363636,0.34192037470725994,3.0
32,0,2,2,3,4,0,3,4,8,1,4194,2,0,22,3,1,3,3,5,2,316.3333333333333,0.5580611169652265,2.8
